;time;IPO_entropy;IPO_complexity;IPO_fisher_shanon;IPO_edge_entropy;IPO_edge_complexity;IPO_edge_fisher_shannon;IPO_number_nodes;IPO_self_transition;IPD_entropy;IPD_complexity;IPD_fisher_shanon;IPD_edge_entropy;IPD_edge_complexity;IPD_edge_fisher_shannon;IPD_number_nodes;IPD_self_transition;TP_entropy;TP_complexity;TP_fisher_shanon;TP_edge_entropy;TP_edge_complexity;TP_edge_fisher_shannon;TP_number_nodes;TP_self_transition
356;[309, 357];0.9656642397714295;0.033050382552069414;0.02672268051033446;0.9329350879565487;0.06252685030320915;0.05089270770427419;15.0;0.0;0.9927973901200847;0.006985363080915749;0.0055489605160888526;0.8798570461711475;0.1095418085549028;0.1267415028125263;18.0;0.1111111111111111;0.9890265758888503;0.010969013845507756;0.005750939621050373;0.944007477192058;0.05302369343549271;0.05147186257614296;17.0;0.11111111111111112
357;[310, 358];0.960372846191671;0.03817657655773749;0.03566805294441519;0.9329350879565487;0.06252685030320915;0.05089270770427419;15.0;0.0;0.9941482710648063;0.005773492445899072;0.006747681699286017;0.8798570461711475;0.1095418085549028;0.1267415028125263;18.0;0.1111111111111111;0.99566885041333;0.004317087184806331;0.0026062140954381547;0.8314454838586239;0.16576716623440682;0.18000394164709285;17.0;0.08888888888888889
358;[311, 359];0.9636326324663973;0.03515481252363266;0.02541653532781;0.9329350879565487;0.06252685030320915;0.05089270770427419;15.0;0.0;0.9956688504133301;0.004317087184806331;0.0032875665865834004;0.8798570461711475;0.1095418085549028;0.1267415028125263;18.0;0.1111111111111111;0.9989286366880563;0.0010644469417272688;0.001088166942529386;0.8314454838586239;0.16576716623440682;0.1252136473053132;17.0;0.1111111111111111
359;[312, 360];0.960372846191671;0.03817657655773749;0.03566805294441519;0.8710490642551527;0.13801399544121393;0.09763107293781748;14.0;0.0;0.9941482710648063;0.005773492445899072;0.006747681699286017;0.9607329284860076;0.03998276446058072;0.02439101371077721;18.0;0.1111111111111111;0.9974080573395324;0.00253062205312422;0.001684015055818651;0.8094012447375565;0.17653960062516644;0.14011029082212204;17.0;0.1111111111111111
360;[313, 361];0.960372846191671;0.03817657655773772;0.03650084770592274;0.8710490642551527;0.13801399544121393;0.09763107293781748;14.0;0.0;0.9974080573395324;0.00253062205312422;0.0038162568036697445;0.9607329284860076;0.03998276446058072;0.02439101371077721;18.0;0.1111111111111111;0.9956688504133301;0.004317087184806331;0.005537638991054428;0.9024945481137766;0.08743076962144616;0.07566278786721671;17.0;0.1111111111111111
361;[314, 362];0.9570407787541695;0.04064599975826096;0.03901982927024526;0.8710490642551527;0.13801399544121393;0.09763107293781748;14.0;0.0;0.9941482710648063;0.005773492445899315;0.008947081343340033;0.8941244307468018;0.12445959768558607;0.09823729810778066;18.0;0.1111111111111111;0.9956688504133301;0.004317087184806331;0.005537638991054428;0.9371817816183551;0.0624265259913506;0.07145311798163272;17.0;0.08888888888888889
362;[315, 363];0.960372846191671;0.03817657655773772;0.03650084770592274;0.8710490642551527;0.13801399544121393;0.09763107293781748;14.0;0.0;0.9974080573395324;0.00253062205312422;0.0038162568036697445;0.9488801212514659;0.050098499096156206;0.05207362971308587;18.0;0.1111111111111111;0.9910581831938823;0.00875571073410854;0.009855542109456291;0.9371817816183551;0.0624265259913506;0.07145311798163272;17.0;0.06666666666666667
363;[316, 364];0.9548642133242707;0.0445697994077029;0.041002248780595184;0.8467132018086354;0.1551882643916765;0.05601625664216436;14.0;0.0;0.9974080573395325;0.0025306220531239763;0.002409459684171575;0.9488801212514659;0.050098499096156206;0.05207362971308587;18.0;0.1111111111111111;0.9857667896141238;0.014156591822020581;0.01371289487619892;0.9337851376692218;0.06368767510851177;0.08016478763866519;16.0;0.044444444444444446
364;[317, 365];0.9581239995989972;0.04158862335638091;0.03633747601702293;0.8734192714589268;0.13735883353869802;0.13246793326697168;15.0;0.022222222222222223;0.9989286366880564;0.0010644469417277573;0.000362722314176462;0.9488801212514659;0.050098499096156206;0.05207362971308587;18.0;0.1111111111111111;0.9812921727256775;0.019180588996729833;0.014418521317526604;0.9337851376692218;0.06368767510851177;0.07328076498314284;16.0;0.044444444444444446
365;[318, 366];0.9581239995989972;0.04158862335638091;0.03633747601702293;0.8734192714589268;0.13735883353869802;0.13246793326697168;15.0;0.022222222222222223;0.9989286366880564;0.0010644469417277573;0.000725444628352924;0.8822716235122601;0.1326740121853418;0.07014418918383206;18.0;0.1111111111111111;0.9890265758888501;0.010969013845508238;0.008288211538596619;0.8785204509214299;0.13468333864757576;0.15263706423542067;16.0;0.044444444444444446
366;[319, 367];0.9594748805437185;0.040468483123359884;0.035663873828222364;0.9475231583990614;0.05186115021048181;0.0338093898219179;15.0;0.022222222222222223;0.9974080573395325;0.0025306220531239763;0.0010026625646734053;0.8822716235122601;0.1326740121853418;0.07014418918383206;18.0;0.08888888888888889;0.9875059965403264;0.012405372984442633;0.01025507118606461;0.8785204509214299;0.13468333864757576;0.15263706423542067;16.0;0.022222222222222223
367;[320, 368];0.9594748805437185;0.040468483123359884;0.035663873828222364;0.8734192714589268;0.13735883353869802;0.08356989554454365;15.0;0.022222222222222223;0.9941482710648063;0.005773492445899315;0.0021026955252129945;0.8822716235122601;0.1326740121853418;0.07995425186503415;18.0;0.08888888888888889;0.9875059965403264;0.012405372984442633;0.01025507118606461;0.8785204509214299;0.13468333864757576;0.16593597477887684;16.0;0.022222222222222223
368;[321, 369];0.9594748805437185;0.040468483123359884;0.035663873828222364;0.8850355544046854;0.097990172865756;0.0435799016521166;15.0;0.022222222222222223;0.9956688504133301;0.004317087184806331;0.003607536711831872;0.8156631257730546;0.17358160031193096;0.20807225516282535;18.0;0.08888888888888889;0.9903774568335717;0.00976725328441819;0.008070160016499489;0.8785204509214299;0.13468333864757576;0.16593597477887684;16.0;0.044444444444444446
369;[322, 370];0.955704066312484;0.04418450908336521;0.042871537667985474;0.8850355544046854;0.097990172865756;0.020254872972023844;15.0;0.022222222222222223;0.9956688504133301;0.004317087184806331;0.003607536711831872;0.8339150226079424;0.15982369645969202;0.2652106028111437;18.0;0.06666666666666667;0.9812921727256775;0.019180588996729833;0.014418521317526604;0.8785204509214299;0.13468333864757576;0.16593597477887684;16.0;0.044444444444444446
370;[323, 371];0.9510211179302609;0.04772190954652661;0.045660449614480264;0.9074994274322401;0.07887823108827346;0.04577551174710273;15.0;0.022222222222222223;0.9956688504133301;0.004317087184806331;0.002563461906510164;0.9099617502405772;0.08386502482452259;0.06253983615540308;18.0;0.06666666666666667;0.978420712432432;0.021766369322376806;0.017946296538578328;0.8204962472123667;0.1701302089148276;0.21580652395578037;16.0;0.044444444444444446
371;[324, 372];0.9665040927596426;0.032649838172955664;0.03341680743119879;0.8850355544046856;0.09799017286575601;0.11318486789355892;15.0;0.022222222222222223;0.9956688504133301;0.004317087184806331;0.003976839649217669;0.8822716235122601;0.1326740121853418;0.07014418918383206;18.0;0.06666666666666667;0.9751609261577058;0.0248828979331118;0.021988768601016867;0.8576611402529865;0.11555460239032696;0.12557010838091975;16.0;0.044444444444444446
372;[325, 373];0.9665040927596426;0.032649838172955664;0.034907277830915975;0.7884677944369964;0.1869077515077925;0.3527528028943773;15.0;0.022222222222222223;0.997189429761854;0.0028562065249190033;0.001560799341836759;0.8822716235122601;0.1326740121853418;0.07995425186503415;18.0;0.06666666666666667;0.9676206859852735;0.03357399226096196;0.0264982657916046;0.9151375424972876;0.0781069856660928;0.0933900614530733;17.0;0.044444444444444446
373;[326, 374];0.9540867412142467;0.044063686788432414;0.0532331043077283;0.6457270990975926;0.2536333868070488;0.37065072689599576;15.0;0.022222222222222223;0.997189429761854;0.0028562065249190033;0.001560799341836759;0.8941244307468018;0.12445959768558607;0.09823729810778066;18.0;0.06666666666666667;0.9751609261577058;0.0248828979331118;0.021296401903588946;0.8729584129369051;0.13850724725576827;0.14955797633188664;17.0;0.044444444444444446
374;[327, 375];0.9540867412142467;0.044063686788432185;0.050334551591036385;0.6457270990975926;0.2536333868070488;0.37065072689599576;15.0;0.022222222222222223;0.9956688504133301;0.004317087184806331;0.0043395619633941306;0.8941244307468018;0.12445959768558607;0.09823729810778066;18.0;0.06666666666666667;0.9828953293208786;0.016769343668210125;0.01420408682848696;0.8822716235122601;0.1326740121853418;0.1348878382377224;18.0;0.06666666666666667
375;[328, 376];0.9432867147670883;0.055309798438237856;0.06639320250879799;0.7052429155952145;0.21336651431464906;0.3489152603740189;15.0;0.022222222222222223;0.9956688504133301;0.004317087184806331;0.0043395619633941306;0.9400664543100068;0.056241290963136306;0.05210679378056064;18.0;0.06666666666666667;0.9875059965403262;0.012405372984442631;0.011337619584515922;0.8822716235122601;0.1326740121853418;0.1411238448333048;18.0;0.06666666666666667
376;[329, 377];0.9376695484276968;0.0593236615052774;0.07380736843557546;0.7052429155952145;0.21336651431464906;0.3489152603740189;15.0;0.022222222222222223;0.9956688504133301;0.004317087184806331;0.004805613739492169;0.8509141738158377;0.15095497449461498;0.1898011703278034;17.0;0.06666666666666667;0.9903774568335717;0.00976725328441819;0.0073888075253542435;0.8822716235122601;0.1326740121853418;0.1348878382377224;18.0;0.06666666666666667
377;[330, 378];0.9510211179302609;0.04772190954652661;0.06191623465813798;0.7052429155952145;0.21336651431464906;0.3489152603740189;15.0;0.022222222222222223;0.9956688504133301;0.004317087184806331;0.005168336053668631;0.8635571681993488;0.14324384275544563;0.13771730053718984;17.0;0.08888888888888889;0.9941482710648063;0.005773492445899315;0.005020914454539376;0.8822716235122601;0.1326740121853418;0.10671695375725344;18.0;0.06666666666666667
378;[331, 379];0.9495005385817372;0.0490429016542973;0.06746473438317167;0.8509553984313722;0.11557254473102739;0.08740743806490206;15.0;0.022222222222222223;0.9974080573395325;0.0025306220531239763;0.003816256803669744;0.8856014073204163;0.13030509801016732;0.10815380179608751;17.0;0.06666666666666667;0.9956688504133301;0.004317087184806331;0.003607536711831872;0.8822716235122601;0.1326740121853418;0.11120425186503412;18.0;0.06666666666666667
379;[332, 380];0.9528326060192387;0.04662456880808219;0.05947355269080293;0.8850355544046856;0.09799017286575622;0.05318907460689602;15.0;0.022222222222222223;0.9941482710648061;0.005773492445899314;0.006747681699286017;0.8785204509214299;0.13468333864757576;0.1490291887199334;16.0;0.06666666666666667;0.9956688504133301;0.004317087184806331;0.003607536711831872;0.8822716235122601;0.1326740121853418;0.11211749388719515;18.0;0.06666666666666667
380;[333, 381];0.9448898713622894;0.05305566568905943;0.07093543819587661;0.8836333707797247;0.09521328921722594;0.04244126792378588;14.0;0.022222222222222223;0.9941482710648061;0.005773492445899314;0.006015656447723759;0.9546444483376649;0.04329880445251284;0.05518524212053243;16.0;0.06666666666666667;0.9974080573395325;0.0025306220531242205;0.002409459684171575;0.8616051493362595;0.14525605675646372;0.10451314085876622;18.0;0.06666666666666667
381;[334, 382];0.9352585229350489;0.06449872093740829;0.09434230331423794;0.8836333707797247;0.09521328921722594;0.04244126792378588;14.0;0.022222222222222223;0.9974080573395325;0.0025306220531242205;0.002814934187276027;0.9681905137485697;0.03239630306032404;0.02996285457725631;16.0;0.06666666666666667;0.9974080573395325;0.0025306220531239763;0.002409459684171575;0.8822716235122601;0.1326740121853418;0.10671695375725344;18.0;0.06666666666666667
382;[335, 383];0.9352585229350489;0.06449872093740829;0.09434230331423794;0.9513282751069652;0.047257104043983755;0.04377570877598647;14.0;0.022222222222222223;0.9974080573395325;0.0025306220531242205;0.002814934187276027;0.9890498244170132;0.010496626898348797;0.010823626546461839;16.0;0.06666666666666667;0.9974080573395325;0.0025306220531242205;0.002089489558923103;0.9306282244165778;0.06882298225072173;0.050240473580835505;18.0;0.06666666666666667
383;[336, 384];0.9352585229350489;0.06449872093740829;0.09434230331423794;0.8459327148072651;0.15402255746122234;0.21301325004614727;13.0;0.022222222222222223;0.9974080573395325;0.0025306220531242205;0.002814934187276027;0.9681905137485697;0.03239630306032404;0.02996285457725631;16.0;0.06666666666666667;0.9974080573395325;0.0025306220531242205;0.002089489558923103;0.9024945481137767;0.08743076962144639;0.07566278786721671;17.0;0.06666666666666667
384;[337, 385];0.9352585229350489;0.06449872093740829;0.09434230331423794;0.8191579029073012;0.166956331334232;0.20910793459045254;14.0;0.022222222222222223;0.9974080573395325;0.0025306220531242205;0.002814934187276027;0.9546444483376652;0.043298804452513315;0.04188633157707625;16.0;0.06666666666666667;0.9974080573395325;0.0025306220531242205;0.002452211873099565;0.8609816190354955;0.11845802399520121;0.1075766988418217;17.0;0.06666666666666667
385;[338, 386];0.9373752761296728;0.06307346558666277;0.08528748004368673;0.7948220404607836;0.1817376664805603;0.20001905977866144;14.0;0.022222222222222223;0.9945365970462872;0.005208758915530198;0.0036254388600756317;0.9546444483376652;0.043298804452513315;0.05518524212053243;16.0;0.06666666666666667;0.9974080573395325;0.0025306220531239763;0.002452211873099565;0.8609816190354955;0.11845802399520121;0.1075766988418217;17.0;0.08888888888888889
386;[339, 387];0.9470066245569133;0.05158714337470887;0.06806045519044944;0.7064881049118202;0.2480455209574361;0.3692177236432659;15.0;0.022222222222222223;0.9945365970462872;0.005208758915529954;0.0036254388600756317;0.9101663100395065;0.07964323437575208;0.07950227205453035;16.0;0.06666666666666667;0.9974080573395325;0.0025306220531239763;0.0017267672447466413;0.8609816190354955;0.11845802399520121;0.1075766988418217;17.0;0.08888888888888889
387;[340, 388];0.9528326060192387;0.04662456880808219;0.06858626350595176;0.6918670800096114;0.2508223135093226;0.36331490300564767;16.0;0.022222222222222223;0.9974080573395325;0.0025306220531242205;0.002452211873099565;0.8757609339601583;0.10705928250739702;0.09839875036625254;16.0;0.06666666666666667;0.9989286366880564;0.0010644469417277573;0.001450889256705848;0.9024945481137766;0.08743076962144639;0.0415297131808504;17.0;0.08888888888888889
388;[341, 389];0.961794704522948;0.038701445665927675;0.05364506189579087;0.6021970171824717;0.29048536444118783;0.5;16.0;0.022222222222222223;0.99566885041333;0.004317087184806331;0.00484836592842016;0.9202390722583168;0.07371028253262944;0.054097093777193926;16.0;0.06666666666666667;0.9989286366880564;0.0010644469417272688;0.000725444628352924;0.9024945481137766;0.08743076962144639;0.0415297131808504;17.0;0.08888888888888889
389;[342, 390];0.9559687230606227;0.04376433196101516;0.05402982945767781;0.6918670800096115;0.2508223135093226;0.41456054123524055;16.0;0.022222222222222223;0.9927973901200849;0.00698536308091575;0.00674703754374915;0.7996369365439233;0.18407499204038202;0.23512829053575934;16.0;0.06666666666666667;0.99566885041333;0.004317087184806331;0.004395520118612012;0.8729584129369051;0.13850724725576719;0.080498084007737;17.0;0.08888888888888889
390;[343, 391];0.9522980181366718;0.04661271520071082;0.05292305417667265;0.6918670800096115;0.2508223135093226;0.41456054123524055;16.0;0.044444444444444446;0.9895376038453584;0.010198490045190712;0.014034279283971874;0.7996369365439233;0.18407499204038202;0.23512829053575934;16.0;0.06666666666666667;0.9924090641386039;0.007548406613879531;0.005174916676877966;0.8635571681993488;0.14324384275544563;0.08523649502953659;17.0;0.08888888888888889
391;[344, 392];0.9522980181366718;0.04661271520071082;0.05292305417667265;0.6918670800096115;0.2508223135093226;0.41456054123524055;16.0;0.06666666666666667;0.9941482710648061;0.005773492445899314;0.007945758726946316;0.9337851376692218;0.06368767510851131;0.014863818897729836;16.0;0.06666666666666667;0.9871176705588451;0.01296325387542529;0.01045260630132316;0.8635571681993488;0.14324384275544563;0.08523649502953659;17.0;0.08888888888888889
